"id","Plu","Type","Category","Commodity","Variety","Size","Measures_na","Measures_row","Restrictions","Botanical","Aka","Status","Link","Notes","Updated_by","Updated_at","Created_at","Deleted_at","Language","consumer_usage_tier"
"134","3134","Global","Vegetables","PUMPKIN","Pie Pumpkin","All Sizes","","","","Cucurbita pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Medium"
"135","3135","Global","Vegetables","GOURD","Ornamental","All Sizes","","","","Trichosarthes cucumerina","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"136","3136","Global","Fruits","SAPODILLO/NISPERO","","All Sizes","","","","Manilkara zapote","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"137","3137","Global","Fruits","SAPOTE","White","All Sizes","","","","Casimiroa edulis","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"138","3138","Global","Fruits","SAPOTE","Black","All Sizes","","","","Diospyros digyna","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"139","3139","Global","Herbs","SAVORY","","All Sizes ","","","","Satureja spp.","","Approved","","","Christina D'allarco","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"140","3140","Global","Vegetables","SQUASH","Cucuzza","All Sizes","","","","C.pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"141","3141","Global","Vegetables","SQUASH","Opo","All Sizes","","","","Langenaria siceraria","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Medium"
"142","3142","Global","Vegetables","SQUASH","Carnival","All Sizes","","","","C.pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"143","3143","Global","Vegetables","SQUASH","Acorn - baby","All Sizes","","","","C.pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Medium"
"144","3144","Global","Fruits","TANGERINES/MANDARINS","Fall Glo","All Sizes","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"145","3145","Global","Vegetables","TOMATOES","Plum/Italian/Saladette/Roma (Yellow)","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Medium"
"146","3146","Global","Vegetables","TOMATOES","Cherry - Red, On the Vine","All Sizes","","Up to and including 35mm diam","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","High"
"147","3147","Global","Vegetables","TOMATOES","Cherry - Yellow, On the Vine","All Sizes","","Up to and including 35mm diam","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Medium"
"148","3148","Global","Vegetables","TOMATOES","Regular - Yelllow, On the Vine (Truss)","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Medium"
"149","3149","Global","Vegetables","TOMATOES","Regular - Orange, On the Vine","  All Sizes  ","","","","Lycopersicon esculenta","","Approved","http://","","Vincent Huston","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Medium"
"150","3150","Global","Vegetables","TOMATOES","Cocktail/Intermediate - Red","All Sizes","","35 - 40mm diameter","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","High"
"151","3151","Global","Vegetables","TOMATOES","Vine Ripe, Regular - Red","Large","5X6 and larger","Diameter 70mm and above","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","High"
"152","3152","Global","Fruits","GRAPEFRUIT","Melogold","All Sizes","","","","C.grandis","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"153","3153","Global","Fruits","ORANGES","Delta Seedless","Medium","88/72 size","Average Fruit Dimensions = 66mm - under 84mm","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"154","3154","Global","Fruits","ORANGES","Delta Seedless","Large","56 size and larger","Average Fruit Dimensions = 84mm and above","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"155","3155","Global","Fruits","ORANGES","Midknight","Medium","88/72 size","Average Fruit Dimensions = 66mm - under 84mm","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"156","3156","Global","Fruits","ORANGES","Midknight","Large","56 size and larger","Average Fruit Dimensions = 84mm and above","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"157","3157","Global","Fruits","GRAPEFRUIT","White","Extra Large","27 size and larger","","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2002-05-01 22:00:00","","EN","Medium"
"158","3158","Global","Fruits","GRAPEFRUIT","White","Extra Large","27 size and larger","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Medium"
"159","3159","Global","Fruits","GRAPEFRUIT","White","Extra Large","27 size and larger","Average Fruit Dimensions = 108mm and above","","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Medium"
"160","3160","Global","Vegetables","GAI LAN","Synonymous with Chinese Broccoli","All Sizes","","","","Brassica oleracea","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Medium"
"161","3161","Global","Vegetables","GAI (GUI) CHOY (CHINESE or INDIAN MUSTARD)","Baby - Chinese or Indian Mustard","All Sizes","","","","Brassica juncea","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"162","3162","Global","Vegetables","ONG CHOY","Synonymous with Water Spinach","All Sizes","","","","Ipomoea aquatica","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"163","3163","Global","Vegetables","BOK CHOY (PAK CHOI)","Shanghai","All Sizes","","","","Brassica rapa","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Medium"
"164","3164","Global","Vegetables","YU CHOY","","All Sizes","","","","Brassica rapa","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"165","3165","Global","Vegetables","RADICCHIO","Treviso","All Sizes","","","","Cichorium intybus","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Medium"
"166","3166","Global","Vegetables","CABBAGE","Tuscan","All Sizes","","","Identified lacinato kale and tuscan cabbage one and the same","Brassica oleracea","Lacinato Kale","Approved","","","Webmaster2015","2023-12-19 19:08:55","2013-05-05 22:00:00","","EN","Medium"
"167","3167","Global","Vegetables","FRISEE","","All Sizes","","","","Cichorium endivia","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Medium"
"168","3168","Global","Vegetables","RADICCHIO","Castlefranco","All Sizes","","","","Cichorium intybus","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"169","3169","Global","Vegetables","LETTUCE","Catalogna","All Sizes","","","","Lactuca sativa","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"170","3170","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"171","3171","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"172","3172","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"173","3173","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"174","3174","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"175","3175","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"176","3176","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"177","3177","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"178","3178","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"179","3179","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"180","3180","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"181","3181","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"182","3182","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"183","3183","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"184","3184","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"185","3185","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"186","3186","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"187","3187","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"188","3188","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"189","3189","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"190","3190","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"191","3191","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"192","3192","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"193","3193","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"194","3194","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"195","3195","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"196","3196","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"197","3197","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"198","3198","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"199","3199","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"200","3200","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"201","3201","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"202","3202","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"203","3203","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"204","3204","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"205","3205","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"206","3206","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"207","3207","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"208","3208","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"209","3209","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"210","3210","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"211","3211","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
"212","3212","Global","Retailer Assigned Numbers","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN","Low"
